Track file,G:\Water Maze Data\xxx_0001\data\track_00001.trk
Object,0
Samples,1500
Name,9,
Goal Position,NE,
Comment,,
Trial,1,
Sample no.,Time,X,Y,Area,ZONES [Acquisition Zonedef],ZONES [after rec],Distance to zone [Arena],Distance to zone border [Arena],Distance to point [Arena],Distance moved,Velocity
778,62.1600,208.8582,151.8321,108.0000,wall,q1,0.0000,6.6297,92.0243,1.4257,17.8207
779,62.2400,208.5018,152.9013,113.0000,wall,q1,0.0000,6.3757,92.2987,1.1271,14.0885
780,62.3200,208.5018,154.3270,109.0000,wall,q1,0.0000,5.6354,93.0800,1.4257,17.8207
781,62.4000,208.1454,155.3962,108.0000,wall,q1,0.0000,5.2985,93.3811,1.1271,14.0885
782,62.4800,207.7890,155.7526,98.0000,wall,q1,0.0000,5.3462,93.2886,0.5040,6.3006
783,62.5600,207.4326,155.7526,97.0000,wall,q1,0.0000,5.6354,92.9953,0.3564,4.4552
784,62.6400,207.0761,155.3962,93.0000,wall,q1,0.0000,6.1320,92.4995,0.5040,6.3006
785,62.7200,205.6505,155.3962,94.0000,wall,q1,0.0000,7.3130,91.3301,1.4257,17.8207
786,62.8000,204.2248,155.7526,106.0000,wall,q1,0.0000,8.2053,90.3765,1.4695,18.3691
787,62.8800,203.1556,155.7526,108.0000,wall,q1,0.0000,9.0868,89.5120,1.0692,13.3655
788,62.9600,201.3735,156.1090,101.0000,wall,q1,0.0000,10.2805,88.2959,1.8174,22.7170
789,63.0400,199.5915,156.4655,106.0000,wall,q1,0.0000,11.4108,87.1008,1.8174,22.7170
790,63.1200,198.1658,156.8219,100.0000,wall,q1,0.0000,12.3568,86.2050,1.4695,18.3691
791,63.2000,196.7402,157.1783,107.0000,wall,q1,0.0000,13.2593,85.3251,1.4695,18.3691
792,63.2800,195.3145,157.5347,109.0000,wall,q1,0.0000,14.1132,84.4616,1.4695,18.3691
793,63.3600,193.5324,157.8911,109.0000,wall,q1,0.0000,15.1213,83.3471,1.8174,22.7170
794,63.4400,192.1068,158.2475,111.0000,wall,q1,0.0000,15.8794,82.5215,1.4695,18.3691
795,63.5200,190.6811,158.6039,112.0000,wall,q1,0.0000,16.6640,81.7138,1.4695,18.3691
796,63.6000,189.2555,158.9603,110.0000,wall,q1,0.0000,17.5368,80.9249,1.4695,18.3691
797,63.6800,187.8298,158.9603,117.0000,wall,q1,0.0000,18.5369,79.9042,1.4257,17.8207
798,63.7600,186.4042,158.9603,115.0000,wall,q1,0.0000,19.4466,78.8962,1.4257,17.8207
799,63.8400,184.6221,158.9603,113.0000,wall,q1,0.0000,20.6658,77.6545,1.7821,22.2758
800,63.9200,183.1965,158.6039,107.0000,center,q1,0.0000,21.9274,76.4159,1.4695,18.3691
801,64.0000,181.4144,158.2475,115.0000,center,q1,0.0000,23.3226,74.9453,1.8174,22.7170
802,64.0800,179.9887,157.5347,115.0000,center,q1,0.0000,24.7803,73.4608,1.5939,19.9241
803,64.1600,178.5631,157.1783,114.0000,center,q1,0.0000,25.9889,72.2488,1.4695,18.3691
804,64.2400,177.1374,156.4655,108.0000,center,q1,0.0000,27.4808,70.7760,1.5939,19.9241
805,64.3200,175.7118,155.7526,101.0000,center,q1,0.0000,28.9661,69.3085,1.5939,19.9241
806,64.4000,174.6425,155.0398,101.0000,center,q1,0.0000,30.1628,68.0748,1.2851,16.0633
807,64.4800,173.5733,154.3270,97.0000,center,q1,0.0000,31.3664,66.8431,1.2851,16.0633
808,64.5600,172.5041,153.2577,102.0000,center,q1,0.0000,32.8616,65.3378,1.5121,18.9017
809,64.6400,171.0784,152.5449,101.0000,center,q1,0.0000,34.2917,63.8846,1.5939,19.9241
810,64.7200,170.0092,151.4757,108.0000,center,q1,0.0000,35.7925,62.3813,1.5121,18.9017
811,64.8000,168.5835,151.1193,109.0000,center,q1,0.0000,36.9245,61.2176,1.4695,18.3691
812,64.8800,167.5143,150.7628,112.0000,center,q1,0.0000,37.8554,60.2827,1.1271,14.0885
813,64.9600,166.0886,150.4064,110.0000,center,q2,0.0000,38.9927,59.1422,1.4695,18.3691
814,65.0400,164.6630,150.0500,115.0000,center,q2,0.0000,40.1373,58.0165,1.4695,18.3691
815,65.1200,163.2373,149.6936,111.0000,center,q2,0.0000,41.2024,56.9065,1.4695,18.3691
816,65.2000,161.4552,149.3372,110.0000,center,q2,0.0000,42.4267,55.6169,1.8174,22.7170
817,65.2800,160.0296,149.3372,111.0000,center,q2,0.0000,43.1540,54.8486,1.4257,17.8207
818,65.3600,158.2475,149.3372,111.0000,center,q2,0.0000,44.0758,53.9257,1.7821,22.2758
819,65.4400,156.8219,148.9808,109.0000,center,q2,0.0000,45.1085,52.9076,1.4695,18.3691
820,65.5200,154.6834,148.9808,111.0000,center,q2,0.0000,46.0656,51.8964,2.1385,26.7310
821,65.6000,153.2577,148.6244,108.0000,center,q2,0.0000,46.9925,50.9400,1.4695,18.3691
822,65.6800,151.4757,148.2679,114.0000,center,q2,0.0000,48.0220,49.8609,1.8174,22.7170
823,65.7600,150.0500,147.9115,118.0000,center,q2,0.0000,48.9118,48.9634,1.4695,18.3691
824,65.8400,148.2679,147.1987,118.0000,center,q2,0.0000,50.1581,47.6321,1.9193,23.9918
825,65.9200,146.8423,146.4859,120.0000,center,q2,0.0000,51.3099,46.4626,1.5939,19.9241
826,66.0000,145.4166,145.4166,122.0000,center,q2,0.0000,52.8166,44.9813,1.7821,22.2758
827,66.0800,143.9910,144.3474,124.0000,center,q2,0.0000,54.2053,43.5226,1.7821,22.2758
828,66.1600,142.5653,143.2782,121.0000,center,q2,0.0000,55.6153,42.0888,1.7821,22.2758
829,66.2400,141.1397,142.2089,119.0000,center,q2,0.0000,57.0462,40.6825,1.7821,22.2758
830,66.3200,139.7140,141.1397,127.0000,center,q2,0.0000,58.4224,39.3067,1.7821,22.2758
831,66.4000,138.2884,140.0704,120.0000,center,q2,0.0000,59.6819,37.9647,1.7821,22.2758
832,66.4800,136.8627,139.0012,120.0000,center,q2,0.0000,60.9425,36.6602,1.7821,22.2758
833,66.5600,135.4371,137.9320,122.0000,center,q2,0.0000,62.2286,35.3974,1.7821,22.2758
834,66.6400,134.0114,136.8627,123.0000,center,q2,0.0000,63.4456,34.1809,1.7821,22.2758
835,66.7200,132.2293,135.7935,118.0000,center,q2,0.0000,64.5590,33.0003,2.0782,25.9779
836,66.8000,130.8037,134.7242,125.0000,center,q2,0.0000,65.6768,31.9076,1.7821,22.2758
837,66.8800,129.3780,133.6550,124.0000,center,q2,0.0000,66.6836,30.8791,1.7821,22.2758
838,66.9600,127.9524,132.5858,124.0000,center,q2,0.0000,67.7223,29.9216,1.7821,22.2758
839,67.0400,126.5267,131.1601,123.0000,center,q2,0.0000,68.9095,28.6897,2.0162,25.2022
840,67.1200,125.1011,130.0909,125.0000,center,q2,0.0000,69.7624,27.8988,1.7821,22.2758
841,67.2000,123.6754,129.0216,123.0000,center,q2,0.0000,70.4987,27.2018,1.7821,22.2758
842,67.2800,122.2498,127.5960,120.0000,center,q2,0.0000,71.4935,26.2697,2.0162,25.2022
843,67.3600,120.8241,126.5267,120.0000,center,q2,0.0000,72.0246,25.7907,1.7821,22.2758
844,67.4400,119.7549,125.1011,125.0000,center,q2,0.0000,72.9603,24.9487,1.7821,22.2758
845,67.5200,118.6856,123.6754,119.0000,center,q2,0.0000,73.7844,24.2088,1.7821,22.2758
846,67.6000,117.6164,122.2498,117.0000,center,q2,0.0000,74.4520,23.5806,1.7821,22.2758
847,67.6800,116.9036,120.8241,119.0000,center,q2,0.0000,75.2767,22.8521,1.5939,19.9241
848,67.7600,115.8343,119.0421,117.0000,center,q2,0.0000,76.0431,22.1912,2.0782,25.9779
849,67.8400,115.1215,117.2600,115.0000,center,q2,0.0000,76.9168,21.4450,1.9193,23.9918
850,67.9200,114.0523,115.8343,119.0000,center,q2,0.0000,77.1254,21.3490,1.7821,22.2758
851,68.0000,112.9830,114.4087,120.0000,center,q3,0.0000,77.2003,21.4016,1.7821,22.2758
852,68.0800,111.9138,112.9830,114.0000,center,q3,0.0000,77.0785,21.6015,1.7821,22.2758
853,68.1600,111.2010,111.5574,120.0000,center,q3,0.0000,77.1468,21.6183,1.5939,19.9241
854,68.2400,109.7753,110.1317,122.0000,center,q3,0.0000,76.4322,22.4248,2.0162,25.2022
855,68.3200,108.7061,109.0625,115.0000,center,q3,0.0000,75.7963,23.1268,1.5121,18.9017
856,68.4000,107.6368,107.9932,120.0000,center,q3,0.0000,75.0333,23.9040,1.5121,18.9017
857,68.4800,106.2112,106.9240,120.0000,center,q3,0.0000,73.8430,25.1007,1.7821,22.2758
858,68.5600,104.7855,105.8548,117.0000,center,q3,0.0000,72.5982,26.3637,1.7821,22.2758
859,68.6400,103.7163,105.1419,115.0000,center,q3,0.0000,71.6533,27.3563,1.2851,16.0633
860,68.7200,103.0035,104.0727,120.0000,center,q3,0.0000,70.9701,27.9984,1.2851,16.0633
861,68.8000,101.9342,102.2906,110.0000,center,q3,0.0000,69.9306,29.0442,2.0782,25.9779
862,68.8800,101.5778,101.2214,115.0000,center,q3,0.0000,69.5335,29.4391,1.1271,14.0885
863,68.9600,100.8650,99.7957,122.0000,center,q3,0.0000,68.7323,30.2599,1.5939,19.9241
864,69.0400,100.8650,98.3701,115.0000,center,q3,0.0000,68.5028,30.4353,1.4257,17.8207
865,69.1200,100.8650,96.9444,120.0000,center,q3,0.0000,68.2901,30.6761,1.4257,17.8207
866,69.2000,101.2214,95.1624,122.0000,center,q3,0.0000,68.2054,30.7212,1.8174,22.7170
867,69.2800,101.5778,93.7367,123.0000,center,q3,0.0000,68.1206,30.7664,1.4695,18.3691
868,69.3600,102.2906,92.6675,118.0000,center,q3,0.0000,68.4249,30.4258,1.2851,16.0633
869,69.4400,103.3599,91.2418,121.0000,center,q3,0.0000,68.8579,29.9418,1.7821,22.2758
870,69.5200,104.0727,90.1726,116.0000,center,q3,0.0000,69.0173,29.7245,1.2851,16.0633
871,69.6000,105.4983,88.7469,121.0000,center,q3,0.0000,69.5600,29.1026,2.0162,25.2022
872,69.6800,106.5676,87.6777,120.0000,center,q3,0.0000,69.8979,28.7203,1.5121,18.9017
873,69.7600,107.9932,86.6084,120.0000,center,q3,0.0000,70.4167,28.1215,1.7821,22.2758
874,69.8400,109.4189,85.5392,122.0000,center,q3,0.0000,70.8223,27.6249,1.7821,22.2758
875,69.9200,110.8445,84.8264,120.0000,center,q3,0.0000,71.3584,26.9972,1.5939,19.9241
876,70.0000,112.6266,83.7571,118.0000,center,q3,0.0000,71.7888,26.4556,2.0782,25.9779
877,70.0800,114.0523,82.6879,117.0000,center,q3,0.0000,71.8542,26.2967,1.7821,22.2758
878,70.1600,115.4779,81.9751,120.0000,center,q3,0.0000,72.1277,25.9713,1.5939,19.9241
879,70.2400,117.2600,80.9058,121.0000,center,q4,0.0000,72.1277,25.8490,2.0782,25.9779
880,70.3200,118.6856,80.1930,123.0000,center,q4,0.0000,72.2052,25.7458,1.5939,19.9241
881,70.4000,120.4677,79.1238,130.0000,center,q4,0.0000,71.9090,25.9181,2.0782,25.9779
882,70.4800,122.2498,78.4109,126.0000,center,q4,0.0000,71.8339,25.9185,1.9193,23.9918
883,70.5600,123.6754,77.6981,120.0000,center,q4,0.0000,71.5264,26.1578,1.5939,19.9241
884,70.6400,125.4575,76.6289,119.0000,center,q4,0.0000,70.8698,26.7629,2.0782,25.9779
885,70.7200,127.2396,75.9160,122.0000,center,q4,0.0000,70.4302,27.1590,1.9193,23.9918
886,70.8000,128.6652,75.2032,119.0000,center,q4,0.0000,69.8716,27.7102,1.5939,19.9241
887,70.8800,130.4473,74.8468,116.0000,center,q4,0.0000,69.5746,27.9753,1.8174,22.7170
888,70.9600,132.2293,74.1340,121.0000,center,q4,0.0000,68.8330,28.7106,1.9193,23.9918
889,71.0400,134.3678,73.7776,111.0000,center,q4,0.0000,68.3812,29.2372,2.1680,27.0997
890,71.1200,136.1499,73.4211,117.0000,center,q4,0.0000,67.7448,29.8482,1.8174,22.7170
891,71.2000,137.9320,73.0647,116.0000,center,q4,0.0000,67.1496,30.5552,1.8174,22.7170
892,71.2800,139.7140,72.7083,115.0000,center,q4,0.0000,66.3369,31.3518,1.8174,22.7170
893,71.3600,141.8525,72.7083,116.0000,center,q4,0.0000,65.7435,32.0139,2.1385,26.7310
894,71.4400,143.6346,72.7083,116.0000,center,q4,0.0000,65.1467,32.6625,1.7821,22.2758
895,71.5200,145.4166,72.3519,120.0000,center,q4,0.0000,64.1633,33.7154,1.8174,22.7170
896,71.6000,147.5551,72.3519,120.0000,center,q4,0.0000,63.2792,34.6854,2.1385,26.7310
897,71.6800,149.3372,72.7083,112.0000,center,q4,0.0000,62.7166,35.2670,1.8174,22.7170
898,71.7600,151.4757,73.0647,118.0000,center,q4,0.0000,61.9226,36.1322,2.1680,27.0997
899,71.8400,153.2577,73.4211,122.0000,center,q4,0.0000,61.2378,36.8877,1.8174,22.7170
900,71.9200,155.0398,73.4211,120.0000,center,q4,0.0000,60.1653,37.9908,1.7821,22.2758
901,72.0000,157.1783,74.1340,123.0000,center,q4,0.0000,59.3800,38.8511,2.2542,28.1769
902,72.0800,158.9603,74.4904,117.0000,center,q4,0.0000,58.4887,39.8203,1.8174,22.7170
903,72.1600,160.7424,75.2032,122.0000,center,q4,0.0000,57.7577,40.6043,1.9193,23.9918
904,72.2400,162.5245,75.5596,120.0000,center,q4,0.0000,56.7101,41.6944,1.8174,22.7170
905,72.3200,164.3065,76.2725,118.0000,center,q4,0.0000,55.8922,42.6110,1.9193,23.9918
906,72.4000,166.0886,76.9853,112.0000,center,q4,0.0000,54.9443,43.5929,1.9193,23.9918
907,72.4800,167.8707,78.0545,110.0000,center,q4,0.0000,54.1760,44.4362,2.0782,25.9779
908,72.5600,169.6527,78.7673,114.0000,center,q1,0.0000,53.0876,45.5463,1.9193,23.9918
909,72.6400,171.0784,79.8366,117.0000,center,q1,0.0000,52.4449,46.2222,1.7821,22.2758
910,72.7200,172.8605,80.5494,109.0000,center,q1,0.0000,51.2851,47.4379,1.9193,23.9918
911,72.8000,174.6425,81.6187,109.0000,center,q1,0.0000,50.2088,48.5422,2.0782,25.9779
912,72.8800,176.0682,82.6879,109.0000,center,q1,0.0000,49.4118,49.3832,1.7821,22.2758
913,72.9600,177.4938,83.7571,113.0000,center,q1,0.0000,48.5991,50.2734,1.7821,22.2758
914,73.0400,179.2759,84.8264,110.0000,center,q1,0.0000,47.3225,51.5439,2.0782,25.9779
915,73.1200,180.7016,85.8956,115.0000,center,q1,0.0000,46.3461,52.5281,1.7821,22.2758
916,73.2000,182.1272,86.9649,113.0000,center,q1,0.0000,45.4032,53.5535,1.7821,22.2758
917,73.2800,183.9093,88.0341,119.0000,center,q1,0.0000,44.0008,54.9611,2.0782,25.9779
918,73.3600,185.3349,89.1033,112.0000,center,q1,0.0000,42.8779,56.0644,1.7821,22.2758
919,73.4400,186.4042,90.1726,115.0000,center,q1,0.0000,42.1021,56.8544,1.5121,18.9017
920,73.5200,187.8298,91.2418,112.0000,center,q1,0.0000,40.9798,58.0225,1.7821,22.2758
921,73.6000,189.2555,92.3111,115.0000,center,q1,0.0000,39.7860,59.2212,1.7821,22.2758
922,73.6800,190.3247,93.7367,113.0000,center,q1,0.0000,38.9128,60.0417,1.7821,22.2758
923,73.7600,191.7504,94.8059,112.0000,center,q1,0.0000,37.6805,61.3024,1.7821,22.2758
924,73.8400,192.8196,96.2316,108.0000,center,q1,0.0000,36.8556,62.1956,1.7821,22.2758
925,73.9200,194.2453,97.6573,107.0000,center,q1,0.0000,35.6360,63.4817,2.0162,25.2022
926,74.0000,195.3145,99.0829,102.0000,center,q1,0.0000,34.5721,64.4491,1.7821,22.2758
927,74.0800,196.3837,100.1521,107.0000,center,q1,0.0000,33.5199,65.4644,1.5121,18.9017
928,74.1600,197.0966,101.5778,108.0000,center,q1,0.0000,32.8848,66.1345,1.5939,19.9241
929,74.2400,198.1658,103.0035,104.0000,center,q1,0.0000,31.9204,67.1924,1.7821,22.2758
930,74.3200,198.8786,104.4291,110.0000,center,q1,0.0000,31.0816,67.9241,1.5939,19.9241
931,74.4000,199.5915,106.2112,109.0000,center,q1,0.0000,30.2972,68.7017,1.9193,23.9918
932,74.4800,200.3043,107.6368,110.0000,center,q1,0.0000,29.5823,69.4980,1.5939,19.9241
933,74.5600,201.0171,109.0625,104.0000,center,q1,0.0000,28.7813,70.3214,1.5939,19.9241
934,74.6400,201.7299,110.8445,108.0000,center,q1,0.0000,27.8322,71.2102,1.9193,23.9918
935,74.7200,202.4428,112.2702,110.0000,center,q1,0.0000,26.9110,72.0916,1.5939,19.9241
936,74.8000,202.7992,113.6959,109.0000,center,q1,0.0000,26.3119,72.6447,1.4695,18.3691
937,74.8800,203.5120,115.4779,108.0000,center,q1,0.0000,25.3755,73.6350,1.9193,23.9918
938,74.9600,204.2248,117.2600,108.0000,center,q1,0.0000,24.3824,74.6615,1.9193,23.9918
939,75.0400,204.5813,118.6856,101.0000,center,q1,0.0000,23.6955,75.2987,1.4695,18.3691
940,75.1200,205.2941,120.4677,101.0000,center,q1,0.0000,22.5697,76.3876,1.9193,23.9918
941,75.2000,205.6505,121.8934,104.0000,center,q1,0.0000,21.8810,77.0749,1.4695,18.3691
942,75.2800,206.3633,124.0318,100.0000,wall,q1,0.0000,20.6628,78.3177,2.2542,28.1769
943,75.3600,206.7197,125.1011,107.0000,wall,q1,0.0000,20.0639,78.9560,1.1271,14.0885
944,75.4400,207.4326,126.8831,108.0000,wall,q1,0.0000,18.8225,80.1570,1.9193,23.9918
945,75.5200,207.7890,128.3088,107.0000,wall,q1,0.0000,18.0227,80.9347,1.4695,18.3691
946,75.6000,208.5018,130.0909,103.0000,wall,q1,0.0000,16.6868,82.1856,1.9193,23.9918
947,75.6800,209.2146,131.5165,104.0000,wall,q1,0.0000,15.5602,83.3385,1.5939,19.9241
948,75.7600,209.9275,132.9422,109.0000,wall,q1,0.0000,14.3675,84.5058,1.5939,19.9241
949,75.8400,210.6403,134.0114,111.0000,wall,q1,0.0000,13.3072,85.5562,1.2851,16.0633
950,75.9200,211.3531,135.4371,111.0000,wall,q1,0.0000,12.1808,86.7463,1.5939,19.9241
951,76.0000,212.0659,136.5063,118.0000,wall,q1,0.0000,11.1575,87.8118,1.2851,16.0633
952,76.0800,212.7788,137.5755,119.0000,wall,q1,0.0000,10.0430,88.8832,1.2851,16.0633
953,76.1600,213.8480,138.6448,118.0000,wall,q1,0.0000,8.6131,90.2872,1.5121,18.9017
954,76.2400,214.9172,139.7140,109.0000,wall,q1,0.0000,7.1727,91.6946,1.5121,18.9017
955,76.3200,215.6301,140.4269,99.0000,wall,q1,0.0000,6.2245,92.6348,1.0081,12.6011
956,76.4000,215.2737,140.4269,102.0000,wall,q1,0.0000,6.5429,92.3092,0.3564,4.4552
957,76.4800,215.2737,140.0704,95.0000,wall,q1,0.0000,6.6964,92.1645,0.3564,4.4552
958,76.5600,215.2737,139.7140,96.0000,wall,q1,0.0000,6.8557,92.0210,0.3564,4.4552
959,76.6400,215.2737,139.7140,91.0000,wall,q1,0.0000,6.8557,92.0210,0.0000,0.0000
960,76.7200,214.9172,139.7140,92.0000,wall,q1,0.0000,7.1727,91.6946,0.3564,4.4552
961,76.8000,214.9172,139.3576,84.0000,wall,q1,0.0000,7.3390,91.5518,0.3564,4.4552
962,76.8800,214.5608,139.3576,89.0000,wall,q1,0.0000,7.6525,91.2251,0.3564,4.4552
963,76.9600,214.5608,139.3576,90.0000,wall,q1,0.0000,7.6525,91.2251,0.0000,0.0000
964,77.0400,214.5608,139.3576,97.0000,wall,q1,0.0000,7.6525,91.2251,0.0000,0.0000
965,77.1200,214.5608,139.3576,99.0000,wall,q1,0.0000,7.6525,91.2251,0.0000,0.0000
966,77.2000,214.9172,139.0012,111.0000,wall,q1,0.0000,7.4932,91.4101,0.5040,6.3006
967,77.2800,214.9172,139.0012,117.0000,wall,q1,0.0000,7.4932,91.4101,0.0000,0.0000
968,77.3600,215.2737,139.0012,114.0000,wall,q1,0.0000,7.1727,91.7376,0.3564,4.4552
969,77.4400,215.6301,138.2884,112.0000,wall,q1,0.0000,7.1727,91.7874,0.7970,9.9621
970,77.5200,215.6301,137.9320,117.0000,wall,q1,0.0000,7.3390,91.6502,0.3564,4.4552
971,77.6000,215.9865,137.2191,124.0000,wall,q1,0.0000,7.2168,91.7098,0.7970,9.9621
972,77.6800,216.3429,136.5063,119.0000,wall,q1,0.0000,7.1015,91.7762,0.7970,9.9621
973,77.7600,216.3429,135.7935,126.0000,wall,q1,0.0000,7.3476,91.5169,0.7128,8.9103
974,77.8400,216.3429,134.3678,118.0000,wall,q1,0.0000,7.8895,91.0129,1.4257,17.8207
975,77.9200,216.3429,133.6550,112.0000,wall,q1,0.0000,8.1275,90.7683,0.7128,8.9103
976,78.0000,216.3429,132.5858,114.0000,wall,q1,0.0000,8.4718,90.4106,1.0692,13.3655
977,78.0800,215.9865,131.5165,116.0000,wall,q1,0.0000,9.2462,89.7265,1.1271,14.0885
978,78.1600,215.6301,130.4473,108.0000,wall,q1,0.0000,9.9285,89.0513,1.1271,14.0885
979,78.2400,214.9172,129.3780,104.0000,wall,q1,0.0000,10.9332,88.0455,1.2851,16.0633
980,78.3200,214.2044,127.9524,106.0000,wall,q1,0.0000,12.1023,86.9433,1.5939,19.9241
981,78.4000,213.8480,127.2396,102.0000,wall,q1,0.0000,12.6313,86.3980,0.7970,9.9621
982,78.4800,212.7788,125.8139,105.0000,wall,q1,0.0000,14.0048,84.9760,1.7821,22.2758
983,78.5600,212.0659,125.1011,103.0000,wall,q1,0.0000,14.8843,84.0984,1.0081,12.6011
984,78.6400,211.3531,123.6754,106.0000,wall,q1,0.0000,15.9114,83.0417,1.5939,19.9241
985,78.7200,210.2839,122.6062,101.0000,wall,q1,0.0000,17.2041,81.7418,1.5121,18.9017
986,78.8000,209.2146,121.8934,102.0000,wall,q1,0.0000,18.4132,80.5329,1.2851,16.0633
987,78.8800,208.1454,120.4677,100.0000,wall,q1,0.0000,19.7962,79.1645,1.7821,22.2758
988,78.9600,207.4326,119.7549,99.0000,wall,q1,0.0000,20.6628,78.3125,1.0081,12.6011
989,79.0400,206.3633,118.6856,94.0000,center,q1,0.0000,21.9592,77.0416,1.5121,18.9017
990,79.1200,205.2941,117.9728,95.0000,center,q1,0.0000,23.1669,75.8500,1.2851,16.0633
991,79.2000,204.2248,117.2600,99.0000,center,q1,0.0000,24.3824,74.6615,1.2851,16.0633
992,79.2800,202.7992,116.5472,98.0000,center,q1,0.0000,25.9081,73.1261,1.5939,19.9241
993,79.3600,201.7299,115.8343,97.0000,center,q1,0.0000,27.0710,71.9437,1.2851,16.0633
994,79.4400,200.6607,115.1215,99.0000,center,q1,0.0000,28.2445,70.7650,1.2851,16.0633
995,79.5200,199.2351,114.4087,101.0000,center,q1,0.0000,29.7557,69.2386,1.5939,19.9241
996,79.6000,198.1658,113.6959,97.0000,center,q1,0.0000,30.9013,68.0671,1.2851,16.0633
997,79.6800,196.7402,112.9830,97.0000,center,q1,0.0000,32.4101,66.5476,1.5939,19.9241
998,79.7600,195.6709,112.2702,96.0000,center,q1,0.0000,33.5748,65.3842,1.2851,16.0633
999,79.8400,194.6017,111.9138,94.0000,center,q1,0.0000,34.6876,64.2750,1.1271,14.0885
1000,79.9200,193.1760,111.5574,96.0000,center,q1,0.0000,36.1527,62.8134,1.4695,18.3691
1001,80.0000,192.1068,111.2010,92.0000,center,q1,0.0000,37.2669,61.7053,1.1271,14.0885
1002,80.0800,190.6811,110.8445,96.0000,center,q1,0.0000,38.7328,60.2447,1.4695,18.3691
1003,80.1600,189.2555,110.4881,92.0000,center,q1,0.0000,40.1989,58.7845,1.4695,18.3691
1004,80.2400,188.1862,110.1317,100.0000,center,q1,0.0000,41.3147,57.6783,1.1271,14.0885
1005,80.3200,186.7606,110.1317,96.0000,center,q1,0.0000,42.7176,56.2644,1.4257,17.8207
1006,80.4000,185.3349,110.1317,97.0000,center,q1,0.0000,44.1219,54.8512,1.4257,17.8207
1007,80.4800,184.2657,110.1317,95.0000,center,q1,0.0000,45.1760,53.7917,1.0692,13.3655
1008,80.5600,182.8400,110.1317,96.0000,center,q1,0.0000,46.5826,52.3796,1.4257,17.8207
1009,80.6400,181.7708,110.1317,99.0000,center,q1,0.0000,47.6382,51.3211,1.0692,13.3655
1010,80.7200,180.3451,110.4881,96.0000,center,q1,0.0000,48.9935,49.9639,1.4695,18.3691
1011,80.8000,179.2759,110.8445,104.0000,center,q1,0.0000,50.0021,48.9648,1.1271,14.0885
1012,80.8800,178.2067,111.2010,101.0000,center,q1,0.0000,51.0157,47.9713,1.1271,14.0885
1013,80.9600,177.1374,111.5574,103.0000,center,q1,0.0000,52.0315,46.9839,1.1271,14.0885
1014,81.0400,175.7118,111.9138,98.0000,center,q1,0.0000,53.3359,45.6536,1.4695,18.3691
1015,81.1200,174.6425,112.6266,95.0000,center,q1,0.0000,54.2041,44.7571,1.2851,16.0633
1016,81.2000,173.2169,112.9830,100.0000,center,q1,0.0000,55.4964,43.4492,1.4695,18.3691
1017,81.2800,172.1476,113.3394,100.0000,center,q1,0.0000,56.4496,42.4973,1.1271,14.0885
1018,81.3600,170.7220,113.6959,104.0000,center,q1,0.0000,57.7445,41.2102,1.4695,18.3691
1019,81.4400,169.6527,114.0523,104.0000,center,q1,0.0000,58.6958,40.2778,1.1271,14.0885
1020,81.5200,168.2271,114.4087,106.0000,center,q1,0.0000,59.9040,39.0152,1.4695,18.3691
1021,81.6000,166.8014,114.7651,105.0000,center,q1,0.0000,61.1142,37.7675,1.4695,18.3691
1022,81.6800,165.7322,114.7651,105.0000,center,q1,0.0000,62.1193,36.7547,1.0692,13.3655
1023,81.7600,164.3065,115.1215,99.0000,center,q1,0.0000,63.3384,35.5314,1.4695,18.3691
1024,81.8400,162.8809,115.1215,100.0000,center,q1,0.0000,64.6642,34.1975,1.4257,17.8207
1025,81.9200,161.8117,115.1215,97.0000,center,q1,0.0000,65.6614,33.2021,1.0692,13.3655
1026,82.0000,160.3860,115.4779,98.0000,center,q1,0.0000,66.7864,32.0216,1.4695,18.3691
1027,82.0800,159.3168,115.4779,96.0000,center,q1,0.0000,67.7420,31.0424,1.0692,13.3655
1028,82.1600,157.8911,115.4779,100.0000,center,q1,0.0000,69.0173,29.7464,1.4257,17.8207
1029,82.2400,156.8219,115.8343,93.0000,center,q1,0.0000,69.8079,28.9409,1.1271,14.0885
1030,82.3200,155.7526,115.8343,96.0000,center,q1,0.0000,70.7254,27.9901,1.0692,13.3655
1031,82.4000,154.6834,116.1907,96.0000,center,q1,0.0000,71.4544,27.2214,1.1271,14.0885
1032,82.4800,153.2577,116.1907,96.0000,center,q1,0.0000,72.6611,25.9891,1.4257,17.8207
1033,82.5600,152.5449,116.1907,98.0000,center,q1,0.0000,73.2601,25.3806,0.7128,8.9103
1034,82.6400,151.4757,116.5472,96.0000,center,q1,0.0000,73.9229,24.6748,1.1271,14.0885
1035,82.7200,150.4064,116.5472,101.0000,center,q1,0.0000,74.7559,23.7938,1.0692,13.3655
1036,82.8000,148.9808,116.5472,100.0000,center,q1,0.0000,75.8625,22.6444,1.4257,17.8207
1037,82.8800,147.9115,116.9036,96.0000,center,q1,0.0000,76.3831,22.0300,1.1271,14.0885
1038,82.9600,146.8423,116.9036,95.0000,center,q1,0.0000,77.1600,21.2189,1.0692,13.3655
1039,83.0400,145.7731,116.9036,106.0000,center,q1,0.0000,77.8989,20.4316,1.0692,13.3655
1040,83.1200,144.7038,116.9036,96.0000,center,q1,0.0000,78.5930,19.6709,1.0692,13.3655
1041,83.2000,143.6346,117.2600,100.0000,center,q1,0.0000,78.9824,19.2067,1.1271,14.0885
